path_id,A_sw,M_sw,A_vlsi,Stage,Outcome,asw_feasibility,msw_feasibility,avlsi_feasibility,stage_evidence,feasibility_level,asw_supporting_evidence_ids,msw_supporting_evidence_ids,avlsi_supporting_evidence_ids,feasibility_rationale
P395,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_5_placement_and_routing,availability,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P396,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_6_static_timing_analysis,confidentiality,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P397,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_6_static_timing_analysis,integrity,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P398,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_6_static_timing_analysis,availability,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P399,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_7_physical_verification_and_signoff,confidentiality,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P400,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_7_physical_verification_and_signoff,integrity,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P401,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_7_physical_verification_and_signoff,availability,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P402,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_8_post_silicon_validation,confidentiality,High,High,Low,not_observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P403,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_8_post_silicon_validation,integrity,High,High,Low,not_observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P404,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_8_post_silicon_validation,availability,High,High,Low,not_observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P405,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_9_manufacturing_testing,confidentiality,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P406,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_9_manufacturing_testing,integrity,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P407,build_or_toolchain_compromise,build_or_toolchain_execution_control,side_channel_fault_or_physical_attack,stage_9_manufacturing_testing,availability,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P408,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_1_high_level_synthesis,confidentiality,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P409,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_1_high_level_synthesis,integrity,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P410,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_1_high_level_synthesis,availability,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P411,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_2_logic_synthesis,confidentiality,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P412,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_2_logic_synthesis,integrity,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P413,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_2_logic_synthesis,availability,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P414,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_3_post_synthesis_verification,confidentiality,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P415,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_3_post_synthesis_verification,integrity,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P416,build_or_toolchain_compromise,build_or_toolchain_execution_control,hls_induced_security_vulnerability,stage_3_post_synthesis_verification,availability,High,High,Low,observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P417,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_0_design_specification,integrity,High,High,Medium,not_observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P418,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_0_design_specification,availability,High,High,Medium,not_observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P419,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_1_high_level_synthesis,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P420,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_1_high_level_synthesis,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P421,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_2_logic_synthesis,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P422,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_2_logic_synthesis,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P423,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_3_post_synthesis_verification,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P424,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_3_post_synthesis_verification,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P425,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_4_design_for_testability,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P426,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_4_design_for_testability,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P427,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_5_placement_and_routing,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P428,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_5_placement_and_routing,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P429,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_6_static_timing_analysis,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P430,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_6_static_timing_analysis,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P431,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_7_physical_verification_and_signoff,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P432,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_7_physical_verification_and_signoff,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P433,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_8_post_silicon_validation,integrity,High,High,Medium,not_observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P434,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_8_post_silicon_validation,availability,High,High,Medium,not_observed_in_v1,Medium,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P435,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_9_manufacturing_testing,integrity,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P436,build_or_toolchain_compromise,build_or_toolchain_execution_control,access_abuse_or_system_disruption,stage_9_manufacturing_testing,availability,High,High,Medium,observed_in_v1,High,E36; E48; E45; E46; E47,E36; E37; E48; E45; E46; E47,E10; E49; E50,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P437,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_0_design_specification,integrity,Low,Low,Medium,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P438,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_0_design_specification,availability,Low,Low,Medium,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P439,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_1_high_level_synthesis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P440,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_1_high_level_synthesis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P441,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_2_logic_synthesis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P442,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_2_logic_synthesis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P443,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_3_post_synthesis_verification,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P444,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_3_post_synthesis_verification,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P445,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_4_design_for_testability,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P446,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_4_design_for_testability,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P447,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_5_placement_and_routing,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P448,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_5_placement_and_routing,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P449,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P450,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P451,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P452,distribution_hosting_or_update_compromise,distribution_or_update_path_control,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P453,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P454,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P455,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P456,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P457,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P458,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P459,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P460,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P461,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P462,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P463,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P464,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P465,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P466,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P467,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P468,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P469,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P470,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P471,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P472,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P473,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P474,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,confidentiality,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P475,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,integrity,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P476,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,availability,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P477,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P478,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P479,distribution_hosting_or_update_compromise,distribution_or_update_path_control,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P480,distribution_hosting_or_update_compromise,distribution_or_update_path_control,information_leakage_or_asset_exposure,stage_0_design_specification,confidentiality,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P481,distribution_hosting_or_update_compromise,distribution_or_update_path_control,information_leakage_or_asset_exposure,stage_1_high_level_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P482,distribution_hosting_or_update_compromise,distribution_or_update_path_control,information_leakage_or_asset_exposure,stage_2_logic_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P483,distribution_hosting_or_update_compromise,distribution_or_update_path_control,information_leakage_or_asset_exposure,stage_3_post_synthesis_verification,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P484,distribution_hosting_or_update_compromise,distribution_or_update_path_control,information_leakage_or_asset_exposure,stage_4_design_for_testability,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P485,distribution_hosting_or_update_compromise,distribution_or_update_path_control,information_leakage_or_asset_exposure,stage_5_placement_and_routing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
