M_sw,M_vlsi,bridge_reason,decision
maintainer_level_release_control,break_intended_execution_flow,Maintainer-level release control can publish an artifact that alters intended control or execution behavior,keep
maintainer_level_release_control,power_or_time_side_channel_exposure,Maintainer-level release control can publish an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_hosting_system,illegal_access_or_use_of_design_ip,Attacker-controlled hosting system can serve an artifact that accesses design or IP files during downstream VLSI-flow use,review
attacker_controlled_hosting_system,design_ip_extraction,Attacker-controlled hosting system can serve an artifact that extracts design IP during downstream use,review
attacker_controlled_hosting_system,unauthorized_design_copying,Attacker-controlled hosting system can serve an artifact that copies design artifacts during execution,review
attacker_controlled_hosting_system,ic_functionality_or_feature_modification,Attacker-controlled hosting system can serve a modified artifact that changes IC functionality or features,keep
attacker_controlled_hosting_system,malicious_hardware_component_insertion,Attacker-controlled hosting system can serve an artifact containing malicious hardware logic or components,keep
attacker_controlled_hosting_system,extra_functionality_in_hardware,Attacker-controlled hosting system can serve an artifact that introduces extra hardware functionality,keep
attacker_controlled_hosting_system,additional_functionality_in_implementation,Attacker-controlled hosting system can serve an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_hosting_system,extra_behavior_beyond_specification,Attacker-controlled hosting system can serve an artifact that creates behavior beyond the intended specification,keep
attacker_controlled_hosting_system,unprotected_confidential_data_path,Attacker-controlled hosting system can serve an artifact that weakens protection around confidential data paths,review
attacker_controlled_hosting_system,redundant_logic_payload,Attacker-controlled hosting system can serve an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_hosting_system,hard_to_excite_trigger_signal,Attacker-controlled hosting system can serve an artifact containing hard-to-excite trigger signals,review
attacker_controlled_hosting_system,untestable_or_suspicious_logic,Attacker-controlled hosting system can serve an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_hosting_system,malicious_design_alteration_before_fabrication,Attacker-controlled hosting system can serve a maliciously altered design artifact before fabrication,keep
attacker_controlled_hosting_system,original_circuitry_modification,Attacker-controlled hosting system can serve an artifact with modified circuit content,keep
attacker_controlled_hosting_system,add_remove_or_bypass_logic,Attacker-controlled hosting system can serve an artifact that adds removes or bypasses design logic,keep
attacker_controlled_hosting_system,presynthesis_structural_manipulation,Attacker-controlled hosting system can serve an artifact with manipulated design structure before synthesis,keep
attacker_controlled_hosting_system,fsm_state_manipulation,Attacker-controlled hosting system can serve an artifact that alters FSM behavior,keep
attacker_controlled_hosting_system,embedded_trojan_states,Attacker-controlled hosting system can serve an artifact containing hidden Trojan FSM states,keep
attacker_controlled_hosting_system,hidden_fsm_driver,Attacker-controlled hosting system can serve an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_hosting_system,unremovable_trojan_in_functionality,Attacker-controlled hosting system can serve an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_hosting_system,rtl_design_attack,Attacker-controlled hosting system can serve modified RTL or design logic,keep
attacker_controlled_hosting_system,functional_test_evasion,Attacker-controlled hosting system can serve an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_hosting_system,malicious_firmware_modification,Attacker-controlled hosting system can serve modified firmware or bitstream-like content,keep
attacker_controlled_hosting_system,trojan_delayed_disable_or_destroy,Attacker-controlled hosting system can serve Trojan behavior that disables or destroys functionality later,review
attacker_controlled_hosting_system,trojan_covert_information_leakage,Attacker-controlled hosting system can serve Trojan behavior that leaks confidential information,keep
attacker_controlled_hosting_system,security_asset_leakage_to_observable_points,Attacker-controlled hosting system can serve an artifact that exposes security assets at observable points,review
attacker_controlled_hosting_system,break_intended_execution_flow,Attacker-controlled hosting system can serve an artifact that alters intended control or execution behavior,keep
attacker_controlled_hosting_system,power_or_time_side_channel_exposure,Attacker-controlled hosting system can serve an artifact that introduces power or timing side-channel exposure,review
abused_legitimate_user_privileges,illegal_access_or_use_of_design_ip,Abused legitimate user privileges can allow access to design or IP artifacts available to that user,keep
abused_legitimate_user_privileges,design_ip_extraction,Abused legitimate user privileges can allow extraction of design IP from repositories or workspaces,keep
abused_legitimate_user_privileges,unauthorized_design_copying,Abused legitimate user privileges can allow copying of design artifacts accessible to that user,keep
abused_legitimate_user_privileges,unauthorized_ip_use,Abused legitimate user privileges can allow misuse of IP artifacts through legitimate access,keep
abused_legitimate_user_privileges,ic_functionality_or_feature_modification,Abused legitimate user privileges can modify IC functionality if the user has write access to design artifacts,review
abused_legitimate_user_privileges,malicious_hardware_component_insertion,Abused legitimate user privileges can insert malicious hardware logic if write access is available,review
abused_legitimate_user_privileges,trojan_based_information_leakage,Abused legitimate user privileges can add leakage logic if source or RTL files can be modified,review
abused_legitimate_user_privileges,additional_functionality_in_implementation,Abused legitimate user privileges can add unintended functionality if modification permissions exist,review
abused_legitimate_user_privileges,extra_behavior_beyond_specification,Abused legitimate user privileges can introduce behavior beyond specification if design files can be changed,review
abused_legitimate_user_privileges,unprotected_confidential_data_path,Abused legitimate user privileges can weaken confidential data-path protection if design artifacts can be edited,review
abused_legitimate_user_privileges,redundant_logic_payload,Abused legitimate user privileges can add hidden or redundant payload logic if write access is available,review
abused_legitimate_user_privileges,untestable_or_suspicious_logic,Abused legitimate user privileges can introduce suspicious or difficult-to-test logic if write access is available,review
abused_legitimate_user_privileges,malicious_design_alteration_before_fabrication,Abused legitimate user privileges can alter design artifacts before fabrication if modification privileges exist,review
abused_legitimate_user_privileges,original_circuitry_modification,Abused legitimate user privileges can modify the original circuit description if write access is available,review
abused_legitimate_user_privileges,add_remove_or_bypass_logic,Abused legitimate user privileges can add remove or bypass logic if design artifacts can be edited,review
abused_legitimate_user_privileges,rtl_design_attack,Abused legitimate user privileges can modify RTL or design logic if the user has write permissions,review
abused_legitimate_user_privileges,security_asset_leakage_to_observable_points,Abused legitimate user privileges can expose security assets if design logic can be modified,review
abused_legitimate_user_privileges,break_intended_execution_flow,Abused legitimate user privileges can alter execution or control behavior if design files can be changed,review
attacker_controlled_hosting_system,illegal_access_or_use_of_design_ip,Attacker-controlled hosting system can serve an artifact that accesses design or IP files during downstream VLSI-flow use,review
attacker_controlled_hosting_system,design_ip_extraction,Attacker-controlled hosting system can serve an artifact that extracts design IP during downstream use,review
attacker_controlled_hosting_system,unauthorized_design_copying,Attacker-controlled hosting system can serve an artifact that copies design artifacts during execution,review
attacker_controlled_hosting_system,ic_functionality_or_feature_modification,Attacker-controlled hosting system can serve a modified artifact that changes IC functionality or features,keep
attacker_controlled_hosting_system,malicious_hardware_component_insertion,Attacker-controlled hosting system can serve an artifact containing malicious hardware logic or components,keep
attacker_controlled_hosting_system,extra_functionality_in_hardware,Attacker-controlled hosting system can serve an artifact that introduces extra hardware functionality,keep
attacker_controlled_hosting_system,additional_functionality_in_implementation,Attacker-controlled hosting system can serve an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_hosting_system,extra_behavior_beyond_specification,Attacker-controlled hosting system can serve an artifact that creates behavior beyond the intended specification,keep
attacker_controlled_hosting_system,unprotected_confidential_data_path,Attacker-controlled hosting system can serve an artifact that weakens protection around confidential data paths,review
attacker_controlled_hosting_system,redundant_logic_payload,Attacker-controlled hosting system can serve an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_hosting_system,hard_to_excite_trigger_signal,Attacker-controlled hosting system can serve an artifact containing hard-to-excite trigger signals,review
attacker_controlled_hosting_system,untestable_or_suspicious_logic,Attacker-controlled hosting system can serve an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_hosting_system,malicious_design_alteration_before_fabrication,Attacker-controlled hosting system can serve a maliciously altered design artifact before fabrication,keep
attacker_controlled_hosting_system,original_circuitry_modification,Attacker-controlled hosting system can serve an artifact with modified circuit content,keep
attacker_controlled_hosting_system,add_remove_or_bypass_logic,Attacker-controlled hosting system can serve an artifact that adds removes or bypasses design logic,keep
attacker_controlled_hosting_system,presynthesis_structural_manipulation,Attacker-controlled hosting system can serve an artifact with manipulated design structure before synthesis,keep
attacker_controlled_hosting_system,fsm_state_manipulation,Attacker-controlled hosting system can serve an artifact that alters FSM behavior,keep
attacker_controlled_hosting_system,embedded_trojan_states,Attacker-controlled hosting system can serve an artifact containing hidden Trojan FSM states,keep
attacker_controlled_hosting_system,hidden_fsm_driver,Attacker-controlled hosting system can serve an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_hosting_system,unremovable_trojan_in_functionality,Attacker-controlled hosting system can serve an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_hosting_system,rtl_design_attack,Attacker-controlled hosting system can serve modified RTL or design logic,keep
attacker_controlled_hosting_system,functional_test_evasion,Attacker-controlled hosting system can serve an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_hosting_system,malicious_firmware_modification,Attacker-controlled hosting system can serve modified firmware or bitstream-like content,keep
attacker_controlled_hosting_system,trojan_delayed_disable_or_destroy,Attacker-controlled hosting system can serve Trojan behavior that disables or destroys functionality later,review
attacker_controlled_hosting_system,trojan_covert_information_leakage,Attacker-controlled hosting system can serve Trojan behavior that leaks confidential information,keep
attacker_controlled_hosting_system,security_asset_leakage_to_observable_points,Attacker-controlled hosting system can serve an artifact that exposes security assets at observable points,review
attacker_controlled_hosting_system,break_intended_execution_flow,Attacker-controlled hosting system can serve an artifact that alters intended control or execution behavior,keep
attacker_controlled_hosting_system,power_or_time_side_channel_exposure,Attacker-controlled hosting system can serve an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_lookalike_software_artifact,illegal_access_or_use_of_design_ip,Attacker-controlled lookalike artifact can access design or IP files when mistakenly consumed in the VLSI flow,keep
attacker_controlled_lookalike_software_artifact,design_ip_extraction,Attacker-controlled lookalike artifact can read or extract design IP during execution,keep
attacker_controlled_lookalike_software_artifact,unauthorized_design_copying,Attacker-controlled lookalike artifact can copy design artifacts available during tool or dependency execution,keep
attacker_controlled_lookalike_software_artifact,ic_functionality_or_feature_modification,Attacker-controlled lookalike artifact can modify generated IC functionality or design features,keep
attacker_controlled_lookalike_software_artifact,malicious_hardware_component_insertion,Attacker-controlled lookalike artifact can insert malicious hardware logic or components into generated design artifacts,keep
attacker_controlled_lookalike_software_artifact,extra_functionality_in_hardware,Attacker-controlled lookalike artifact can introduce extra hardware functionality beyond the intended design,keep
attacker_controlled_lookalike_software_artifact,additional_functionality_in_implementation,Attacker-controlled lookalike artifact can add unintended functionality during design transformation,keep
attacker_controlled_lookalike_software_artifact,extra_behavior_beyond_specification,Attacker-controlled lookalike artifact can generate behavior beyond the intended specification,keep
attacker_controlled_lookalike_software_artifact,unprotected_confidential_data_path,Attacker-controlled lookalike artifact can weaken protection around confidential data paths,review
attacker_controlled_lookalike_software_artifact,redundant_logic_payload,Attacker-controlled lookalike artifact can insert redundant or hidden payload logic,keep
attacker_controlled_lookalike_software_artifact,hard_to_excite_trigger_signal,Attacker-controlled lookalike artifact can introduce rare or hard-to-excite trigger signals,review
attacker_controlled_lookalike_software_artifact,untestable_or_suspicious_logic,Attacker-controlled lookalike artifact can introduce suspicious or difficult-to-test logic,keep
attacker_controlled_lookalike_software_artifact,malicious_design_alteration_before_fabrication,Attacker-controlled lookalike artifact can alter design artifacts before fabrication,keep
attacker_controlled_lookalike_software_artifact,original_circuitry_modification,Attacker-controlled lookalike artifact can modify the original circuit description or generated circuit,keep
attacker_controlled_lookalike_software_artifact,add_remove_or_bypass_logic,Attacker-controlled lookalike artifact can add remove or bypass logic in the design,keep
attacker_controlled_lookalike_software_artifact,presynthesis_structural_manipulation,Attacker-controlled lookalike artifact can manipulate design structure before synthesis,keep
attacker_controlled_lookalike_software_artifact,fsm_state_manipulation,Attacker-controlled lookalike artifact can alter FSM behavior in source or generated design logic,keep
attacker_controlled_lookalike_software_artifact,embedded_trojan_states,Attacker-controlled lookalike artifact can introduce hidden Trojan states into FSM logic,keep
attacker_controlled_lookalike_software_artifact,hidden_fsm_driver,Attacker-controlled lookalike artifact can hide driver behavior inside FSM logic,keep
attacker_controlled_lookalike_software_artifact,unremovable_trojan_in_functionality,Attacker-controlled lookalike artifact can merge Trojan behavior with intended design functionality,keep
attacker_controlled_lookalike_software_artifact,rtl_design_attack,Attacker-controlled lookalike artifact can modify RTL or generated design logic,keep
attacker_controlled_lookalike_software_artifact,functional_test_evasion,Attacker-controlled lookalike artifact can produce behavior that passes functional tests while hiding malicious logic,review
attacker_controlled_lookalike_software_artifact,malicious_firmware_modification,Attacker-controlled lookalike artifact can deliver modified firmware or bitstream-like content,review
attacker_controlled_lookalike_software_artifact,security_asset_leakage_to_observable_points,Attacker-controlled lookalike artifact can transform security assets so they become observable,keep
attacker_controlled_lookalike_software_artifact,break_intended_execution_flow,Attacker-controlled lookalike artifact can alter generated control or execution behavior,keep
attacker_controlled_lookalike_software_artifact,power_or_time_side_channel_exposure,Attacker-controlled lookalike artifact can generate structures that expose power or timing side channels,review
attacker_controlled_lookalike_software_artifact,fault_or_glitch_attack_enablement,Attacker-controlled lookalike artifact can generate hardware more susceptible to fault or glitch attacks,review
attacker_controlled_mirror_resolution,illegal_access_or_use_of_design_ip,Attacker-controlled mirror resolution can serve an artifact that accesses design or IP files during downstream VLSI-flow use,review
attacker_controlled_mirror_resolution,design_ip_extraction,Attacker-controlled mirror resolution can serve an artifact that extracts design IP during downstream use,review
attacker_controlled_mirror_resolution,unauthorized_design_copying,Attacker-controlled mirror resolution can serve an artifact that copies design artifacts during execution,review
attacker_controlled_mirror_resolution,ic_functionality_or_feature_modification,Attacker-controlled mirror resolution can serve a modified artifact that changes IC functionality or features,keep
attacker_controlled_mirror_resolution,malicious_hardware_component_insertion,Attacker-controlled mirror resolution can serve an artifact containing malicious hardware logic or components,keep
attacker_controlled_mirror_resolution,extra_functionality_in_hardware,Attacker-controlled mirror resolution can serve an artifact that introduces extra hardware functionality,keep
attacker_controlled_mirror_resolution,additional_functionality_in_implementation,Attacker-controlled mirror resolution can serve an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_mirror_resolution,extra_behavior_beyond_specification,Attacker-controlled mirror resolution can serve an artifact that creates behavior beyond the intended specification,keep
attacker_controlled_mirror_resolution,unprotected_confidential_data_path,Attacker-controlled mirror resolution can serve an artifact that weakens protection around confidential data paths,review
attacker_controlled_mirror_resolution,redundant_logic_payload,Attacker-controlled mirror resolution can serve an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_mirror_resolution,hard_to_excite_trigger_signal,Attacker-controlled mirror resolution can serve an artifact containing hard-to-excite trigger signals,review
attacker_controlled_mirror_resolution,untestable_or_suspicious_logic,Attacker-controlled mirror resolution can serve an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_mirror_resolution,malicious_design_alteration_before_fabrication,Attacker-controlled mirror resolution can serve a maliciously altered design artifact before fabrication,keep
attacker_controlled_mirror_resolution,original_circuitry_modification,Attacker-controlled mirror resolution can serve an artifact with modified circuit content,keep
attacker_controlled_mirror_resolution,add_remove_or_bypass_logic,Attacker-controlled mirror resolution can serve an artifact that adds removes or bypasses design logic,keep
attacker_controlled_mirror_resolution,presynthesis_structural_manipulation,Attacker-controlled mirror resolution can serve an artifact with manipulated design structure before synthesis,keep
attacker_controlled_mirror_resolution,fsm_state_manipulation,Attacker-controlled mirror resolution can serve an artifact that alters FSM behavior,keep
attacker_controlled_mirror_resolution,embedded_trojan_states,Attacker-controlled mirror resolution can serve an artifact containing hidden Trojan FSM states,keep
attacker_controlled_mirror_resolution,hidden_fsm_driver,Attacker-controlled mirror resolution can serve an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_mirror_resolution,unremovable_trojan_in_functionality,Attacker-controlled mirror resolution can serve an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_mirror_resolution,rtl_design_attack,Attacker-controlled mirror resolution can serve modified RTL or design logic,keep
attacker_controlled_mirror_resolution,functional_test_evasion,Attacker-controlled mirror resolution can serve an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_mirror_resolution,malicious_firmware_modification,Attacker-controlled mirror resolution can serve modified firmware or bitstream-like content,review
attacker_controlled_mirror_resolution,trojan_covert_information_leakage,Attacker-controlled mirror resolution can serve Trojan behavior that leaks confidential information,keep
attacker_controlled_mirror_resolution,security_asset_leakage_to_observable_points,Attacker-controlled mirror resolution can serve an artifact that exposes security assets at observable points,review
attacker_controlled_mirror_resolution,break_intended_execution_flow,Attacker-controlled mirror resolution can serve an artifact that alters intended control or execution behavior,keep
attacker_controlled_mirror_resolution,power_or_time_side_channel_exposure,Attacker-controlled mirror resolution can serve an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_package_name_resolution,illegal_access_or_use_of_design_ip,Attacker-controlled package-name resolution can cause the flow to load an artifact that accesses design or IP files,review
attacker_controlled_package_name_resolution,design_ip_extraction,Attacker-controlled package-name resolution can cause the flow to load an artifact that extracts design IP,review
attacker_controlled_package_name_resolution,unauthorized_design_copying,Attacker-controlled package-name resolution can cause the flow to load an artifact that copies design files,review
attacker_controlled_package_name_resolution,ic_functionality_or_feature_modification,Attacker-controlled package-name resolution can cause the flow to load an artifact that modifies IC functionality or features,keep
attacker_controlled_package_name_resolution,malicious_hardware_component_insertion,Attacker-controlled package-name resolution can cause the flow to load an artifact containing malicious hardware logic or components,keep
attacker_controlled_package_name_resolution,extra_functionality_in_hardware,Attacker-controlled package-name resolution can cause the flow to load an artifact that introduces extra hardware functionality,keep
attacker_controlled_package_name_resolution,additional_functionality_in_implementation,Attacker-controlled package-name resolution can cause the flow to load an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_package_name_resolution,extra_behavior_beyond_specification,Attacker-controlled package-name resolution can cause the flow to load an artifact that creates behavior beyond the intended specification,keep
attacker_controlled_package_name_resolution,unprotected_confidential_data_path,Attacker-controlled package-name resolution can cause the flow to load an artifact that weakens protection around confidential data paths,review
attacker_controlled_package_name_resolution,redundant_logic_payload,Attacker-controlled package-name resolution can cause the flow to load an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_package_name_resolution,hard_to_excite_trigger_signal,Attacker-controlled package-name resolution can cause the flow to load an artifact containing hard-to-excite trigger signals,review
attacker_controlled_package_name_resolution,untestable_or_suspicious_logic,Attacker-controlled package-name resolution can cause the flow to load an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_package_name_resolution,malicious_design_alteration_before_fabrication,Attacker-controlled package-name resolution can cause a maliciously altered design artifact to enter the flow before fabrication,keep
attacker_controlled_package_name_resolution,original_circuitry_modification,Attacker-controlled package-name resolution can cause the flow to load an artifact with modified circuit content,keep
attacker_controlled_package_name_resolution,add_remove_or_bypass_logic,Attacker-controlled package-name resolution can cause the flow to load an artifact that adds removes or bypasses design logic,keep
attacker_controlled_package_name_resolution,presynthesis_structural_manipulation,Attacker-controlled package-name resolution can cause the flow to load an artifact with manipulated design structure before synthesis,keep
attacker_controlled_package_name_resolution,fsm_state_manipulation,Attacker-controlled package-name resolution can cause the flow to load an artifact that alters FSM behavior,keep
attacker_controlled_package_name_resolution,embedded_trojan_states,Attacker-controlled package-name resolution can cause the flow to load an artifact containing hidden Trojan FSM states,keep
attacker_controlled_package_name_resolution,hidden_fsm_driver,Attacker-controlled package-name resolution can cause the flow to load an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_package_name_resolution,unremovable_trojan_in_functionality,Attacker-controlled package-name resolution can cause the flow to load an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_package_name_resolution,rtl_design_attack,Attacker-controlled package-name resolution can cause the flow to consume modified RTL or design logic,keep
attacker_controlled_package_name_resolution,functional_test_evasion,Attacker-controlled package-name resolution can cause the flow to load an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_package_name_resolution,malicious_firmware_modification,Attacker-controlled package-name resolution can cause the flow to load modified firmware or bitstream-like content,review
attacker_controlled_package_name_resolution,trojan_covert_information_leakage,Attacker-controlled package-name resolution can cause the flow to load Trojan behavior that leaks confidential information,keep
attacker_controlled_package_name_resolution,security_asset_leakage_to_observable_points,Attacker-controlled package-name resolution can cause the flow to load an artifact that exposes security assets at observable points,review
attacker_controlled_package_name_resolution,break_intended_execution_flow,Attacker-controlled package-name resolution can cause the flow to load an artifact that alters intended control or execution behavior,keep
attacker_controlled_package_name_resolution,power_or_time_side_channel_exposure,Attacker-controlled package-name resolution can cause the flow to load an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_dependency_reference,illegal_access_or_use_of_design_ip,Attacker-controlled dependency reference can cause the flow to load a dependency that accesses design or IP files,review
attacker_controlled_dependency_reference,design_ip_extraction,Attacker-controlled dependency reference can cause the flow to load a dependency that extracts design IP,review
attacker_controlled_dependency_reference,unauthorized_design_copying,Attacker-controlled dependency reference can cause the flow to load a dependency that copies design artifacts,review
attacker_controlled_dependency_reference,ic_functionality_or_feature_modification,Attacker-controlled dependency reference can cause the flow to consume a dependency that modifies IC functionality or features,keep
attacker_controlled_dependency_reference,malicious_hardware_component_insertion,Attacker-controlled dependency reference can introduce a dependency that inserts malicious hardware logic or components,keep
attacker_controlled_dependency_reference,extra_functionality_in_hardware,Attacker-controlled dependency reference can introduce a dependency that adds extra hardware functionality,keep
attacker_controlled_dependency_reference,additional_functionality_in_implementation,Attacker-controlled dependency reference can introduce a dependency that adds unintended functionality to the implementation,keep
attacker_controlled_dependency_reference,extra_behavior_beyond_specification,Attacker-controlled dependency reference can introduce a dependency that produces behavior beyond the intended specification,keep
attacker_controlled_dependency_reference,unprotected_confidential_data_path,Attacker-controlled dependency reference can introduce a dependency that weakens protection around confidential data paths,review
attacker_controlled_dependency_reference,redundant_logic_payload,Attacker-controlled dependency reference can introduce a dependency carrying hidden or redundant payload logic,keep
attacker_controlled_dependency_reference,hard_to_excite_trigger_signal,Attacker-controlled dependency reference can introduce a dependency that creates hard-to-excite trigger signals,review
attacker_controlled_dependency_reference,untestable_or_suspicious_logic,Attacker-controlled dependency reference can introduce a dependency that creates suspicious or difficult-to-test logic,keep
attacker_controlled_dependency_reference,malicious_design_alteration_before_fabrication,Attacker-controlled dependency reference can cause a malicious dependency to alter design artifacts before fabrication,keep
attacker_controlled_dependency_reference,original_circuitry_modification,Attacker-controlled dependency reference can introduce a dependency that modifies the circuit representation,keep
attacker_controlled_dependency_reference,add_remove_or_bypass_logic,Attacker-controlled dependency reference can introduce a dependency that adds removes or bypasses design logic,keep
attacker_controlled_dependency_reference,presynthesis_structural_manipulation,Attacker-controlled dependency reference can introduce a dependency that manipulates design structure before synthesis,keep
attacker_controlled_dependency_reference,fsm_state_manipulation,Attacker-controlled dependency reference can introduce a dependency that alters FSM behavior,keep
attacker_controlled_dependency_reference,embedded_trojan_states,Attacker-controlled dependency reference can introduce a dependency that embeds Trojan states into FSM logic,keep
attacker_controlled_dependency_reference,hidden_fsm_driver,Attacker-controlled dependency reference can introduce a dependency that hides driver behavior inside FSM logic,keep
attacker_controlled_dependency_reference,unremovable_trojan_in_functionality,Attacker-controlled dependency reference can introduce a dependency that merges Trojan behavior with intended functionality,keep
attacker_controlled_dependency_reference,rtl_design_attack,Attacker-controlled dependency reference can cause the flow to consume a dependency that modifies RTL or design logic,keep
attacker_controlled_dependency_reference,functional_test_evasion,Attacker-controlled dependency reference can introduce a dependency that helps malicious behavior pass functional tests,review
attacker_controlled_dependency_reference,malicious_firmware_modification,Attacker-controlled dependency reference can resolve to a dependency that modifies firmware or bitstream-like content,review
attacker_controlled_dependency_reference,security_asset_leakage_to_observable_points,Attacker-controlled dependency reference can introduce a dependency that exposes security assets at observable points,review
attacker_controlled_dependency_reference,break_intended_execution_flow,Attacker-controlled dependency reference can introduce a dependency that alters intended control or execution behavior,keep
attacker_controlled_dependency_reference,fault_or_glitch_attack_enablement,Attacker-controlled dependency reference can introduce a dependency that generates hardware more susceptible to fault or glitch attacks,review
attacker_controlled_dependency_reference,power_or_time_side_channel_exposure,Attacker-controlled dependency reference can introduce a dependency that creates power or timing side-channel exposure,review
attacker_controlled_dependency_reference,security_unaware_power_optimization,Attacker-controlled dependency reference can introduce a dependency that applies optimization choices without side-channel security awareness,review
attacker_controlled_stale_mirror_artifact,ic_functionality_or_feature_modification,Stale mirror artifact can cause the flow to consume outdated or modified content that changes IC functionality or features,review
attacker_controlled_stale_mirror_artifact,malicious_hardware_component_insertion,Stale mirror artifact can carry malicious hardware logic if the stale artifact was previously compromised,review
attacker_controlled_stale_mirror_artifact,extra_functionality_in_hardware,Stale mirror artifact can contain extra hardware functionality if the served artifact is outdated or compromised,review
attacker_controlled_stale_mirror_artifact,additional_functionality_in_implementation,Stale mirror artifact can introduce unintended functionality through outdated or compromised implementation content,review
attacker_controlled_stale_mirror_artifact,extra_behavior_beyond_specification,Stale mirror artifact can preserve behavior beyond the intended current specification,review
attacker_controlled_stale_mirror_artifact,unprotected_confidential_data_path,Stale mirror artifact can reintroduce older design behavior with weaker confidential data-path protection,review
attacker_controlled_stale_mirror_artifact,untestable_or_suspicious_logic,Stale mirror artifact can contain suspicious or difficult-to-test logic from an outdated artifact,review
attacker_controlled_stale_mirror_artifact,malicious_design_alteration_before_fabrication,Stale mirror artifact can cause an outdated or compromised design artifact to enter the flow before fabrication,review
attacker_controlled_stale_mirror_artifact,original_circuitry_modification,Stale mirror artifact can replace current circuit content with older or modified circuit content,review
attacker_controlled_stale_mirror_artifact,add_remove_or_bypass_logic,Stale mirror artifact can contain older or modified logic that adds removes or bypasses intended behavior,review
attacker_controlled_stale_mirror_artifact,presynthesis_structural_manipulation,Stale mirror artifact can contain outdated or compromised structural manipulation before synthesis,review
attacker_controlled_stale_mirror_artifact,fsm_state_manipulation,Stale mirror artifact can contain older or compromised FSM behavior,review
attacker_controlled_stale_mirror_artifact,embedded_trojan_states,Stale mirror artifact can preserve hidden Trojan FSM states if the stale artifact was compromised,review
attacker_controlled_stale_mirror_artifact,hidden_fsm_driver,Stale mirror artifact can preserve hidden driver behavior inside FSM logic if the stale artifact was compromised,review
attacker_controlled_stale_mirror_artifact,unremovable_trojan_in_functionality,Stale mirror artifact can preserve Trojan behavior merged with intended functionality,review
attacker_controlled_stale_mirror_artifact,rtl_design_attack,Stale mirror artifact can cause the flow to consume outdated or modified RTL/design logic,review
attacker_controlled_stale_mirror_artifact,functional_test_evasion,Stale mirror artifact can preserve malicious or outdated behavior that still passes functional tests,review
attacker_controlled_stale_mirror_artifact,malicious_firmware_modification,Stale mirror artifact can provide outdated or modified firmware or bitstream-like content,review
attacker_controlled_stale_mirror_artifact,security_asset_leakage_to_observable_points,Stale mirror artifact can reintroduce older behavior where security assets become observable,review
attacker_controlled_stale_mirror_artifact,break_intended_execution_flow,Stale mirror artifact can reintroduce older or modified control-flow behavior,review
attacker_controlled_stale_mirror_artifact,power_or_time_side_channel_exposure,Stale mirror artifact can reintroduce older structures with power or timing side-channel exposure,review
attacker_controlled_update_path,illegal_access_or_use_of_design_ip,Attacker-controlled update path can deliver an updated artifact that accesses design or IP files during the VLSI flow,review
attacker_controlled_update_path,design_ip_extraction,Attacker-controlled update path can deliver an updated artifact that extracts design IP during downstream use,review
attacker_controlled_update_path,unauthorized_design_copying,Attacker-controlled update path can deliver an updated artifact that copies design artifacts during execution,review
attacker_controlled_update_path,ic_functionality_or_feature_modification,Attacker-controlled update path can deliver a modified artifact that changes IC functionality or features,keep
attacker_controlled_update_path,malicious_hardware_component_insertion,Attacker-controlled update path can deliver an artifact containing malicious hardware logic or components,keep
attacker_controlled_update_path,extra_functionality_in_hardware,Attacker-controlled update path can deliver an artifact that introduces extra hardware functionality,keep
attacker_controlled_update_path,additional_functionality_in_implementation,Attacker-controlled update path can deliver an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_update_path,extra_behavior_beyond_specification,Attacker-controlled update path can deliver an artifact that produces behavior beyond the intended specification,keep
attacker_controlled_update_path,unprotected_confidential_data_path,Attacker-controlled update path can deliver an artifact that weakens protection around confidential data paths,review
